	iTRAQ8.113	iTRAQ8.114	iTRAQ8.115	iTRAQ8.116	iTRAQ8.117	iTRAQ8.118	iTRAQ8.119	iTRAQ8.121
Q13938	2.92962286285746	0.528466762417219	1.13219222287373	2.65088468355842	1.61704612271024	-0.345779814053031	-1.72930171616635	-1.94529880352774
Q14166	-1.91484061140879	0.273144833764487	0.138237374623156	-1.03130507077993	-0.917093515889373	-1.52115262833414	-0.225390429735832	0.593740936132185
Q14204	-0.819487645274145	0.311706613642561	1.09460713990227	0.0288951144916313	0.180456750494924	0.0796523249903403	0.439123483208411	1.09521557128932
Q14451	-1.04753649835825	-0.0792413161470318	-0.341036503572488	-0.402943492283654	-0.63586729217347	-0.528326707555873	0.722081624385856	0.251194520878197
Q14697	-0.0471326142868591	1.10630863037363	2.11019815812521	-0.401750452030008	1.26155544042054	1.07932169378451	1.98487084887562	1.76703684223533
Q14929	-0.785630889963269	-0.788460192768879	0.988695861289116	-1.36202167424814	0.00632140456342444	-1.65750514832407	-1.15035667260585	-0.794123149170897
Q15149	0.913154115820991	0.80765598293804	1.24711690341709	1.79965163455602	1.00886753663695	1.10848384098369	0.841633514691291	0.452742651778822
Q15459	1.27100063077069	1.75853614366782	1.81647033822961	1.77852760751456	2.12417244297996	1.97921977586687	1.87373484403954	2.55068132269772
Q15637	0.900430746592398	0.643166888033629	0.676350212344847	0.289913372875667	0.806618428982457	0.0895513818417928	0.267986152912349	1.19467711631993
Q15746	0.701711919949213	-0.135035661733218	-1.06127448769106	-1.83152718643653	-0.0570222409831639	1.4828000710327	1.3980378576169	-1.09882366511091
Q16531	-1.45109590452565	0.234559153331485	0.485536880750204	-0.482560029745648	-0.00746811869629165	-0.329146101591285	0.117825266508828	0.886642878731849
Q3MIR4, Q9NV96	2.06711267335178	2.25282054805344	2.08876964755724	1.44560059015285	2.20622977084366	1.84702682104573	1.15170457463383	1.35506325756993
Q3YEC7	-1.00691168612678	-0.949489624736596	-0.133335629133073	-1.02628263029225	-0.794924610205246	-0.737574355460453	-1.3070918344073	0.22853840434054
Q49MG5	-1.26432595003749	-1.12377806522097	0.124771594529655	-1.13155041968047	-1.22721328322401	-0.452790884025118	-0.103649003913262	0.442543607203151
Q6P1L8	-0.0147799317225576	0.499932654082343	1.02314354424971	-0.826645347986387	0.306315974598643	-1.11342449373247	0.671145369566535	1.43922475316133
Q6WKZ4	-0.00132785244129609	0.297535625107836	1.22231527226063	0.603506295291984	-0.460812649904623	0.459855325721895	0.0925374844267229	2.11267306508408
Q70J99	-1.97870853985446	1.02651089505704	0.941066093096872	-2.83737680777806	-2.06988830518923	-2.17901505105883	-2.44507403624279	-0.536712915024873
Q7L576, Q96F07	0.342792481520982	1.50993541640905	2.03586732117542	1.16399950148635	1.37349112764646	1.77058257200255	1.66419777760093	2.07628321342873
Q7L5N7	-2.04559471080166	-0.334809153364107	-0.845353261758271	-1.92045581513356	-1.78246641484487	-1.10316412082891	-1.42046499124382	-0.994817427504991
Q7LBR1	0.43448012800109	1.03585515773328	1.08679765438868	0.741060110110799	1.27808506566952	0.374034779175504	1.52472384113424	1.68017240643816
Q7Z406	1.32744079312453	1.27988761637145	0.916025639667292	1.60461630366731	0.387891639608026	1.12217977771489	-0.0349869310067551	1.91986375233413
Q7Z6Z7	-0.72000909616906	0.52816167082953	0.610778135604479	-0.179858064954015	-0.199796086677841	1.02263105183631	0.180302783175319	0.699191421145345
Q86VS8	2.07182804315936	0.355418860979752	0.711477165338151	1.28220926639112	0.904779564908823	0.704690867340146	0.281625785127375	0.992459015468102
Q8IUX7, Q8N436	-0.122675039615415	0.379019072475968	0.242551124050726	-0.270060301469564	0.855275482650481	1.51851845443385	2.87521104780218	-0.0943709339900284
Q8N1F7	-0.57053046988306	1.01700311451186	1.47619740740216	-0.377748185031513	0.553696359632869	1.00791860291431	0.797526963625484	1.61287146873477
Q8N4T8	0.842627838915065	1.57841749016657	0.543127244895088	-0.492637931894075	-0.0821461770527665	0.0435987196095783	0.0663277771039699	0.517215286617243
Q8N766	0.270624614394761	1.1212920443732	1.72408567637568	0.678856292269717	1.18605656391596	1.51849353012066	1.3938534167573	1.41846428982331
Q8TBC4	2.94414293819484	3.46388449509029	3.89150455714011	3.51391751214257	2.91118227704893	3.23139424084187	2.99897664760641	3.43802901649664
Q8TE68	-0.111430508583894	-0.609520767936296	-0.432599298819371	-0.301919113572495	0.0937708197874407	0.697562697750319	-0.123300707455798	-0.543258090292825
Q8TE77	-0.300556896730137	-0.0848724306348724	0.0195282260665746	-0.461912169448121	-0.232142869147516	-0.736181837264301	-2.44159413520195	0.761050280150362
Q8TEX9	-0.287250117922781	-0.719899680853441	1.09109893883628	0.317229129415575	-0.415209116456493	-1.77485503170747	-0.458667213440362	0.287601277334579
Q8WUY1	1.35268223632506	2.25832125482743	2.02154440206327	0.651373333365184	0.408657795002368	0.67886977428063	1.54304278679439	1.91178541531993
Q8WZA9	2.10475686603336	0.514875706147901	1.8405894295599	1.12228216947463	0.70986924755009	1.44080865779596	1.52273900995637	1.76624580657047
Q92542	1.6824065163587	0.733521035365314	1.83931081514258	1.58914291757325	0.917132221288535	1.63469513903523	0.752175592548452	0.888600493589376
Q92626	-1.64275712825176	0.550054079458526	-0.371496799650917	-1.14506039910902	-0.764093170321905	-0.636405326382812	-0.173644746760276	-0.498296914675498
Q92878	-0.965224366029937	1.11289088344678	0.832733491019272	0.0280426263602078	0.924199434074372	-0.314103650680496	0.544698577673307	0.313942675491142
Q92879	0.679529621782397	1.59363835757146	1.64395940750421	-0.145667771354967	0.132587038486193	0.802964337673393	1.97805087267223	1.85402197405578
Q969G5	1.7824891317102	0.649782326933657	0.0819938900463076	-0.424020426787534	0.881591549192198	0.932262325558499	0.85233263714605	0.268529051846324
Q969T9	-0.721998311999289	-0.371311771711107	-0.440730564823119	0.0650669924683401	-0.526873640645773	0.829529028422067	-0.306502167729564	-0.371700448532254
Q96AA3	-0.542985868377331	0.873693890082032	0.958048867225711	-0.165754108434159	0.315907191330041	-0.236647435377725	0.634280801514738	0.660793890202186
Q96EY8	0.0529080310863748	0.642483329005072	0.195620277977818	0.564045059430949	0.389795232572146	-0.211943428934701	-0.166563683475118	1.27884829157445
Q96KP1	-0.132291585694576	0.664221306589853	0.914340943499397	0.325401481043197	0.381036785934095	0.759614250736806	0.14017897361828	0.84817128558471
Q96P48	-1.16961570779192	-0.742568423085029	0.438619987692965	-0.756329909767354	-0.289883434590427	-0.906167967998167	0.0906085015912161	0.357763925187978
Q96S44	-0.0586313278131474	1.17325372271689	0.944586603572624	-0.0742915589858484	0.835009034097549	1.24302709443123	1.22992645058183	1.6217281624657
Q99459	-0.687479536054227	0.668132803085974	1.11909266596519	-0.210397482860621	1.08205606191203	1.2999293494447	1.52281945315567	1.32468522720901
Q99623	-2.0413623491231	-0.57861378859289	-0.155620725677423	-1.21792924568997	-0.0962427393325846	-0.387963579683159	-0.348626351247916	0.224006322447742
Q99715	0.0452289600648454	1.03191669208186	0.340250803731427	0.34589428885967	0.87080390259915	1.73356118556978	4.07866821484276	-0.65184130709938
Q9BQ04, Q9BWF3	-0.933983976070298	0.678677447221398	0.778149378317449	-0.356830143617097	0.588299274282493	0.204994041543781	0.904320964377586	0.865107718086227
Q9BSJ8	-0.988959177606129	-0.0831041832611567	0.74321093886472	-0.967605632343637	-1.11615661512908	-1.32122162383109	-0.248769145403002	-0.549945444921628
Q9BUJ2	-0.590995128172701	0.308909066341022	0.604295874284158	-0.274866348323776	-0.41129651388246	0.259446306296173	-0.0210513652963269	0.71086883061197
Q9BUQ8	-1.1194043095691	0.664276112590987	1.32107894304993	0.143328192565415	0.745020756756876	0.874742824368864	1.04541234062024	2.11554583722189
Q9BV44	-0.989746893125334	-0.38516062410562	-0.820428546188298	-1.50460028909905	-0.990351689049081	-0.885154064868528	-0.0117371746520475	-0.659764321940377
Q9BW04	3.10298027513631	0.0828264825293044	0.436605265445305	1.71970931106328	-1.56019246354035	-0.476680251620417	-0.287359635132123	0.138822559578458
Q9BXJ9	-0.248016447026153	1.37444344335056	2.27619075428372	-2.44803046092816	0.549766969979389	2.50755890071688	2.11456804050737	2.13875116062939
Q9BYC9	-0.740723648858836	1.06797231008706	1.38740967443704	-0.149818468916063	0.0829730911134451	0.191749386248532	0.915659460577337	1.49424877499579
Q9H0C8	-1.74393928763332	-0.189250940728138	-0.362174003401943	-1.95519076804566	-0.12209585954178	-1.16437612061529	-0.485771475512205	0.828659939338822
